0.0000	-2.6043E-9
0.050000	-2.5738E-5
0.10000	-5.0774E-5
0.15000	-7.4901E-5
0.20000	-9.7948E-5
0.25000	-1.1972E-4
0.30000	-1.3998E-4
0.35000	-1.5852E-4
0.40000	-1.7499E-4
0.45000	-1.8893E-4
0.50000	-1.9926E-4
0.55000	-2.0358E-4
0.60000	-2.0371E-4
0.65000	-2.0354E-4
0.70000	-2.0349E-4
0.75000	-2.0348E-4
0.80000	-2.0348E-4
0.85000	-2.0348E-4
0.90000	-2.0348E-4
0.95000	-2.0348E-4
1.0000	-2.0348E-4
1.0500	-2.0348E-4
1.1000	-2.0348E-4
1.1500	-2.0348E-4
1.2000	-2.0348E-4
1.2500	-2.0348E-4
1.3000	-2.0348E-4
1.3500	-2.0348E-4
1.4000	-2.0348E-4
1.4500	-2.0348E-4
1.5000	-2.0348E-4
1.5500	-2.0348E-4
1.6000	-2.0348E-4
1.6500	-2.0348E-4
1.7000	-2.0348E-4
1.7500	-2.0348E-4
1.8000	-2.0348E-4
1.8500	-2.0139E-4
1.9000	-1.8627E-4
1.9500	-1.6291E-4
2.0000	-1.3301E-4
2.0500	-9.7408E-5
2.1000	-5.6605E-5
2.1500	-1.0969E-5
2.2000	3.9215E-5
2.2500	9.3704E-5
2.3000	1.5230E-4
2.3500	2.1483E-4
2.4000	2.8118E-4
2.4500	3.5118E-4
2.5000	4.2471E-4
2.5500	5.0173E-4
2.6000	5.8213E-4
2.6500	6.6586E-4
2.7000	7.5283E-4
2.7500	8.4309E-4
2.8000	9.3610E-4
2.8500	0.0010252
2.9000	0.0011091
2.9500	0.0011881
3.0000	0.0012623
3.0500	0.0013311
3.1000	0.0013945
3.1500	0.0014522
3.2000	0.0015039
3.2500	0.0015496
3.3000	0.0015887
3.3500	0.0016209
3.4000	0.0016452
3.4500	0.0016593
3.5000	0.0016597
3.5500	0.0016597
3.6000	0.0016597
3.6500	0.0016597
3.7000	0.0016597
3.7500	0.0016597
3.8000	0.0016597
3.8500	0.0016597
3.9000	0.0016597
3.9500	0.0016597
4.0000	0.0016597
4.0500	0.0016597
4.1000	0.0016597
4.1500	0.0016597
4.2000	0.0016597
4.2500	0.0016597
4.3000	0.0016597
4.3500	0.0016597
4.4000	0.0016591
4.4500	0.0016496
4.5000	0.0016331
4.5500	0.0016123
4.6000	0.0015880
4.6500	0.0015608
4.7000	0.0015310
4.7500	0.0014991
4.8000	0.0014653
4.8500	0.0014298
4.9000	0.0013928
4.9500	0.0013544
5.0000	0.0013150
5.0500	0.0012747
5.1000	0.0012336
5.1500	0.0011918
5.2000	0.0011496
5.2500	0.0011071
5.3000	0.0010645
5.3500	0.0010218
5.4000	9.7921E-4
5.4500	9.3689E-4
5.5000	8.9494E-4
5.5500	8.5350E-4
5.6000	8.1272E-4
5.6500	7.7271E-4
5.7000	7.3360E-4
5.7500	6.9555E-4
5.8000	6.5867E-4
5.8500	6.2312E-4
5.9000	5.8905E-4
5.9500	5.5661E-4
6.0000	5.2597E-4
6.0500	4.9733E-4
6.1000	4.7090E-4
6.1500	4.4695E-4
6.2000	4.2578E-4
6.2500	4.0786E-4
6.3000	3.9393E-4
6.3500	3.8725E-4
6.4000	3.8669E-4
6.4500	3.8684E-4
6.5000	3.8684E-4
6.5500	3.8684E-4
6.6000	3.8684E-4
6.6500	3.8684E-4
6.7000	3.8684E-4
6.7500	3.8684E-4
6.8000	3.8684E-4
6.8500	3.8684E-4
6.9000	3.8684E-4
6.9500	3.8684E-4
7.0000	3.8684E-4
7.0500	3.8684E-4
7.1000	3.8684E-4
7.1500	3.8684E-4
7.2000	3.8684E-4
7.2500	3.8684E-4
7.3000	3.8684E-4
7.3500	3.8684E-4
7.4000	3.8684E-4
7.4500	3.8684E-4
7.5000	3.8904E-4
7.5500	4.0426E-4
7.6000	4.2807E-4
7.6500	4.5848E-4
7.7000	4.9472E-4
7.7500	5.3628E-4
7.8000	5.8278E-4
7.8500	6.3395E-4
7.9000	6.8955E-4
7.9500	7.4937E-4
8.0000	8.1324E-4
8.0500	8.8107E-4
8.1000	9.5268E-4
8.1500	0.0010280
8.2000	0.0011069
8.2500	0.0011894
8.3000	0.0012755
8.3500	0.0013649
8.4000	0.0014513
8.4500	0.0015321
8.5000	0.0016079
8.5500	0.0016787
8.6000	0.0017440
8.6500	0.0018038
8.7000	0.0018576
8.7500	0.0019054
8.8000	0.0019468
8.8500	0.0019813
8.9000	0.0020082
8.9500	0.0020260
9.0000	0.0020292
9.0500	0.0020292
9.1000	0.0020292
9.1500	0.0020292
9.2000	0.0020292
9.2500	0.0020292
9.3000	0.0020292
9.3500	0.0020292
9.4000	0.0020292
9.4500	0.0020292
9.5000	0.0020292
9.5500	0.0020292
9.6000	0.0020292
9.6500	0.0020292
9.7000	0.0020292
9.7500	0.0020292
9.8000	0.0020292
9.8500	0.0020292
9.9000	0.0020238
9.9500	0.0020097
10.000	0.0019901
10.050	0.0019665
10.100	0.0019396
10.150	0.0019097
10.200	0.0018773
10.250	0.0018426
10.300	0.0018059
10.350	0.0017673
10.400	0.0017272
10.450	0.0016857
10.500	0.0016430
10.550	0.0015993
10.600	0.0015547
10.650	0.0015095
10.700	0.0014637
10.750	0.0014175
10.800	0.0013710
10.850	0.0013245
10.900	0.0012779
10.950	0.0012314
11.000	0.0011853
11.050	0.0011395
11.100	0.0010943
11.150	0.0010498
11.200	0.0010060
11.250	9.6317E-4
11.300	9.2139E-4
11.350	8.8083E-4
11.400	8.4161E-4
11.450	8.0392E-4
11.500	7.6777E-4
11.550	7.3332E-4
11.600	7.0076E-4
11.650	6.7031E-4
11.700	6.4217E-4
11.750	6.1659E-4
11.800	5.9387E-4
11.850	5.7443E-4
11.900	5.5895E-4
11.950	5.4990E-4
12.000	5.4844E-4
12.050	5.4867E-4
12.100	5.4872E-4
12.150	5.4874E-4
12.200	5.4874E-4
12.250	5.4874E-4
12.300	5.4874E-4
12.350	5.4874E-4
12.400	5.4874E-4
12.450	5.4874E-4
12.500	5.4874E-4
12.550	5.4874E-4
12.600	5.4874E-4
12.650	5.4874E-4
12.700	5.4874E-4
12.750	5.4874E-4
12.800	5.4874E-4
12.850	5.4874E-4
12.900	5.4874E-4
12.950	5.4874E-4
13.000	5.4874E-4
13.050	5.4874E-4
13.100	5.5664E-4
13.150	5.7585E-4
13.200	6.0253E-4
13.250	6.3550E-4
13.300	6.7409E-4
13.350	7.1787E-4
13.400	7.6652E-4
13.450	8.1979E-4
13.500	8.7744E-4
13.550	9.3928E-4
13.600	0.0010052
13.650	0.0010750
13.700	0.0011486
13.750	0.0012259
13.800	0.0013070
13.850	0.0013916
13.900	0.0014799
13.950	0.0015658
14.000	0.0016462
14.050	0.0017219
14.100	0.0017922
14.150	0.0018571
14.200	0.0019163
14.250	0.0019696
14.300	0.0020167
14.350	0.0020574
14.400	0.0020912
14.450	0.0021173
14.500	0.0021334
14.550	0.0021355
14.600	0.0021355
14.650	0.0021355
14.700	0.0021355
14.750	0.0021355
14.800	0.0021355
14.850	0.0021355
14.900	0.0021355
14.950	0.0021355
15.000	0.0021355
15.050	0.0021355
15.100	0.0021355
15.150	0.0021355
15.200	0.0021355
15.250	0.0021355
15.300	0.0021355
15.350	0.0021355
15.400	0.0021352
15.450	0.0021265
15.500	0.0021103
15.550	0.0020891
15.600	0.0020639
15.650	0.0020355
15.700	0.0020042
15.750	0.0019704
15.800	0.0019344
15.850	0.0018964
15.900	0.0018567
15.950	0.0018154
16.000	0.0017728
16.050	0.0017290
16.100	0.0016842
16.150	0.0016386
16.200	0.0015922
16.250	0.0015453
16.300	0.0014980
16.350	0.0014504
16.400	0.0014027
16.450	0.0013550
16.500	0.0013074
16.550	0.0012602
16.600	0.0012134
16.650	0.0011671
16.700	0.0011214
16.750	0.0010766
16.800	0.0010326
16.850	9.8975E-4
16.900	9.4804E-4
16.950	9.0765E-4
17.000	8.6873E-4
17.050	8.3141E-4
17.100	7.9585E-4
17.150	7.6224E-4
17.200	7.3062E-4
17.250	7.0120E-4
17.300	6.7425E-4
17.350	6.5005E-4
17.400	6.2900E-4
17.450	6.1162E-4
17.500	5.9893E-4
17.550	5.9402E-4
17.600	5.9404E-4
17.650	5.9407E-4
17.700	5.9407E-4
17.750	5.9407E-4
17.800	5.9407E-4
17.850	5.9407E-4
17.900	5.9407E-4
17.950	5.9407E-4
18.000	5.9407E-4
18.050	5.9407E-4
18.100	5.9407E-4
18.150	5.9407E-4
18.200	5.9407E-4
18.250	5.9407E-4
18.300	5.9407E-4
18.350	5.9407E-4
18.400	5.9407E-4
18.450	5.9407E-4
18.500	5.9407E-4
18.550	5.9407E-4
18.600	5.9407E-4
18.650	5.9899E-4
18.700	6.1622E-4
18.750	6.4127E-4
18.800	6.7283E-4
18.850	7.1017E-4
18.900	7.5281E-4
18.950	8.0040E-4
19.000	8.5267E-4
19.050	9.0937E-4
19.100	9.7032E-4
19.150	0.0010354
19.200	0.0011044
19.250	0.0011772
19.300	0.0012539
19.350	0.0013342
19.400	0.0014181
19.450	0.0015058
19.500	0.0015922
19.550	0.0016727
19.600	0.0017485
19.650	0.0018191
19.700	0.0018843
19.750	0.0019438
19.800	0.0019975
19.850	0.0020450
19.900	0.0020861
19.950	0.0021203
20.000	0.0021465
20.050	0.0021628
20.100	0.0021650
20.150	0.0021650
20.200	0.0021650
20.250	0.0021650
20.300	0.0021650
20.350	0.0021650
20.400	0.0021650
20.450	0.0021650
20.500	0.0021650
20.550	0.0021650
20.600	0.0021650
20.650	0.0021650
20.700	0.0021650
20.750	0.0021650
20.800	0.0021650
20.850	0.0021650
20.900	0.0021650
20.950	0.0021649
21.000	0.0021568
21.050	0.0021404
21.100	0.0021191
21.150	0.0020940
21.200	0.0020656
21.250	0.0020344
21.300	0.0019993
21.350	0.0019622
21.400	0.0019236
21.450	0.0018835
21.500	0.0018420
21.550	0.0017993
21.600	0.0017553
21.650	0.0017104
21.700	0.0016646
21.750	0.0016180
21.800	0.0015707
21.850	0.0015229
21.900	0.0014749
21.950	0.0014270
22.000	0.0013790
22.050	0.0013312
22.100	0.0012837
22.150	0.0012366
22.200	0.0011900
22.250	0.0011440
22.300	0.0010988
22.350	0.0010545
22.400	0.0010113
22.450	9.6918E-4
22.500	9.2837E-4
22.550	8.8899E-4
22.600	8.5115E-4
22.650	8.1501E-4
22.700	7.8076E-4
22.750	7.4857E-4
22.800	7.1863E-4
22.850	6.9115E-4
22.900	6.6638E-4
22.950	6.4469E-4
23.000	6.2656E-4
23.050	6.1288E-4
23.100	6.0725E-4
23.150	6.0715E-4
23.200	6.0737E-4
23.250	6.0744E-4
23.300	6.0744E-4
23.350	6.0744E-4
23.400	6.0744E-4
23.450	6.0744E-4
23.500	6.0744E-4
23.550	6.0744E-4
23.600	6.0744E-4
23.650	6.0744E-4
23.700	6.0744E-4
23.750	6.0744E-4
23.800	6.0744E-4
23.850	6.0744E-4
23.900	6.0744E-4
23.950	6.0744E-4
24.000	6.0744E-4
24.050	6.0744E-4
24.100	6.0744E-4
24.150	6.0744E-4
24.200	6.1016E-4
24.250	6.2653E-4
24.300	6.5058E-4
24.350	6.8126E-4
24.400	7.1781E-4
24.450	7.5972E-4
24.500	8.0663E-4
24.550	8.5825E-4
24.600	9.1435E-4
24.650	9.7472E-4
24.700	0.0010392
24.750	0.0011077
24.800	0.0011800
24.850	0.0012562
24.900	0.0013360
24.950	0.0014194
25.000	0.0015065
