16.950	0.96311
17.000	0.96391
17.050	0.96454
17.100	0.96490
17.150	0.96502
17.200	0.96481
17.250	0.96423
17.300	0.96330
17.350	0.96197
17.400	0.96038
17.450	0.95850
17.500	0.95655
17.550	0.95461
17.600	0.95279
17.650	0.95124
17.700	0.95002
17.750	0.94937
17.800	0.94966
17.850	0.95205
17.900	0.95344
17.950	0.95346
18.000	0.95346
18.050	0.95345
18.100	0.95345
18.150	0.95342
18.200	0.95331
18.250	0.95310
18.300	0.95273
18.350	0.95239
18.400	0.95190
18.450	0.95153
18.500	0.95122
18.550	0.95070
18.600	0.95028
18.650	0.94958
18.700	0.96296
18.750	0.96968
18.800	0.97452
18.850	0.97657
18.900	0.97594
18.950	0.97575
19.000	0.97542
19.050	0.97545
19.100	0.97355
19.150	0.97198
19.200	0.97008
19.250	0.96768
19.300	0.96452
19.350	0.96178
19.400	0.95764
19.450	0.95305
19.500	0.94820
19.550	0.94236
19.600	0.93596
19.650	0.92871
19.700	0.92043
19.750	0.91105
19.800	0.90038
19.850	0.88834
19.900	1.0000
19.950	0.19922
20.000	0.99183
20.050	0.98819
20.100	0.98144
20.150	0.97280
20.200	0.96381
20.250	0.95986
20.300	0.96992
20.350	0.97097
20.400	0.96150
20.450	0.95246
20.500	0.93265
20.550	0.93515
20.600	0.93615
20.650	0.93680
20.700	0.93799
20.750	0.93872
20.800	0.93924
20.850	0.93760
20.900	0.92533
20.950	0.92163
21.000	0.91994
21.050	0.91938
21.100	0.91955
21.150	0.92017
21.200	0.92111
21.250	0.92232
21.300	0.92387
21.350	0.92567
21.400	0.92747
21.450	0.92965
21.500	0.93148
21.550	0.93372
21.600	0.93603
21.650	0.93822
21.700	0.94039
21.750	0.94241
21.800	0.94441
21.850	0.94628
21.900	0.94805
21.950	0.94971
22.000	0.95125
22.050	0.95272
22.100	0.95408
22.150	0.95541
22.200	0.95663
22.250	0.95781
22.300	0.95894
22.350	0.96014
22.400	0.96118
22.450	0.96210
22.500	0.96300
22.550	0.96384
